rep000_seed0000	CFF000428	CFF000670	CFF000672	CFF001027	CFF001554	CFF000424	CFF000605	CFF001201	CFF000062	CFF000500	CFF000063	CFF000437	CFF000379	CFF001257	CFF000044	CFF000622	CFF000624	CFF000178
rep118_seed2143	FAM003922	FAM002974	FAM001760	FAM004958	FAM008875	FAM002511	FAM000450	FAM003508	FAM009533	FAM004828	FAM000627	FAM004985	FAM006984	FAM003454	FAM005100	FAM008594	FAM000006	FAM004279
rep119_seed2144	FAM004056	FAM000381	FAM007439	FAM001506	FAM002090	FAM000408	FAM005695	FAM007321	FAM002284	FAM011578	FAM001193	FAM001304	FAM004048	FAM007209	FAM002220	FAM003722	FAM001914	FAM010978
rep120_seed2145	FAM008510	FAM013743	FAM001865	FAM001504	FAM000055	FAM001736	FAM010461	FAM001356	FAM000808	FAM003614	FAM000971	FAM002907	FAM004167	FAM006255	FAM009208	FAM003424	FAM001813	FAM002987
rep121_seed2146	FAM002859	FAM006901	FAM009904	FAM008881	FAM010777	FAM000332	FAM005468	FAM007030	FAM003874	FAM006930	FAM002172	FAM000126	FAM000926	FAM000117	FAM000844	FAM002861	FAM009090	FAM005230
rep122_seed2147	FAM004240	FAM000396	FAM005490	FAM008618	FAM000304	FAM013743	FAM014398	FAM004481	FAM000075	FAM000711	FAM006434	FAM004473	FAM000691	FAM006071	FAM012533	FAM010255	FAM002543	FAM006347
rep123_seed2148	FAM002153	FAM000232	FAM005170	FAM002930	FAM007679	FAM002682	FAM000543	FAM001850	FAM002179	FAM000567	FAM013864	FAM012891	FAM007716	FAM003074	FAM008492	FAM003914	FAM013785	FAM004018
rep124_seed2149	FAM006813	FAM005759	FAM010115	FAM003229	FAM001309	FAM006756	FAM012123	FAM005712	FAM002786	FAM000990	FAM009162	FAM010472	FAM002179	FAM000456	FAM000706	FAM001548	FAM006672	FAM010875
rep125_seed2150	FAM012326	FAM014533	FAM005204	FAM000971	FAM004551	FAM008619	FAM000253	FAM001852	FAM006595	FAM000679	FAM000166	FAM011277	FAM000957	FAM002096	FAM001997	FAM003133	FAM002163	FAM009798
rep126_seed2151	FAM004231	FAM000217	FAM009632	FAM008322	FAM004478	FAM014382	FAM000557	FAM004649	FAM000407	FAM013529	FAM002149	FAM002311	FAM013962	FAM004853	FAM000263	FAM000344	FAM001887	FAM007118
rep127_seed2152	FAM009988	FAM003163	FAM001789	FAM000565	FAM007049	FAM004190	FAM006310	FAM002841	FAM005369	FAM008322	FAM005399	FAM004861	FAM003483	FAM004985	FAM010836	FAM008916	FAM004313	FAM008114
rep128_seed2153	FAM008661	FAM002679	FAM001736	FAM009046	FAM008183	FAM003457	FAM002106	FAM005998	FAM011242	FAM008166	FAM014382	FAM002202	FAM007503	FAM007162	FAM007310	FAM007864	FAM012540	FAM000763
rep129_seed2154	FAM008856	FAM004266	FAM013497	FAM001981	FAM012048	FAM001914	FAM000689	FAM000440	FAM002099	FAM006645	FAM009989	FAM004998	FAM000287	FAM000520	FAM004008	FAM002042	FAM006124	FAM008321
rep130_seed2155	FAM003274	FAM008056	FAM005742	FAM005235	FAM000941	FAM005533	FAM001285	FAM001634	FAM004014	FAM008034	FAM001660	FAM002347	FAM001410	FAM013605	FAM008492	FAM009005	FAM011563	FAM005853
rep131_seed2156	FAM011787	FAM005254	FAM006533	FAM001653	FAM007671	FAM005413	FAM000134	FAM000445	FAM004936	FAM010778	FAM006985	FAM012674	FAM008644	FAM008184	FAM004014	FAM007811	FAM003405	FAM000441
rep132_seed2157	FAM012897	FAM000027	FAM001511	FAM003218	FAM005470	FAM000530	FAM000611	FAM006551	FAM008309	FAM010122	FAM004396	FAM002057	FAM005382	FAM005927	FAM004931	FAM007671	FAM012409	FAM011940
rep133_seed2158	FAM011676	FAM005942	FAM005730	FAM009701	FAM002825	FAM004146	FAM002692	FAM001460	FAM003033	FAM007637	FAM008186	FAM004821	FAM005944	FAM009941	FAM002875	FAM010399	FAM003144	FAM000350
rep134_seed2159	FAM014505	FAM000909	FAM005583	FAM001800	FAM003535	FAM004325	FAM011842	FAM004112	FAM012787	FAM001667	FAM009221	FAM013787	FAM002986	FAM005156	FAM000945	FAM009455	FAM011289	FAM005660
rep135_seed2160	FAM008879	FAM002874	FAM009362	FAM006427	FAM012698	FAM002226	FAM002428	FAM002397	FAM004867	FAM007092	FAM001588	FAM002857	FAM003845	FAM010204	FAM000913	FAM007283	FAM011212	FAM006491
rep136_seed2161	FAM011690	FAM011627	FAM010070	FAM000576	FAM001866	FAM004651	FAM002953	FAM004705	FAM006550	FAM007221	FAM013481	FAM002820	FAM013864	FAM002664	FAM013316	FAM009057	FAM005918	FAM000641
rep137_seed2162	FAM001118	FAM001006	FAM007718	FAM005404	FAM000332	FAM002355	FAM004943	FAM005410	FAM005496	FAM003300	FAM001075	FAM001382	FAM002361	FAM011264	FAM013168	FAM009889	FAM011300	FAM014385
rep138_seed2163	FAM007305	FAM000033	FAM004844	FAM006920	FAM004662	FAM005973	FAM001631	FAM000458	FAM007318	FAM007671	FAM009235	FAM003241	FAM006847	FAM006105	FAM002551	FAM001095	FAM004494	FAM009855
rep139_seed2164	FAM010059	FAM008252	FAM000759	FAM002878	FAM014574	FAM008196	FAM002654	FAM000268	FAM005836	FAM001962	FAM002928	FAM005287	FAM005659	FAM004542	FAM004601	FAM007392	FAM003096	FAM006412
rep140_seed2165	FAM012491	FAM004744	FAM004658	FAM003089	FAM000346	FAM007502	FAM000493	FAM002207	FAM000231	FAM007804	FAM004890	FAM001957	FAM013799	FAM002433	FAM003843	FAM013564	FAM006780	FAM013826
rep141_seed2166	FAM001813	FAM001193	FAM007010	FAM012305	FAM011312	FAM002606	FAM007201	FAM002866	FAM000723	FAM010919	FAM004632	FAM007276	FAM004971	FAM010196	FAM000733	FAM011149	FAM010756	FAM000764
rep142_seed2167	FAM002351	FAM008705	FAM003843	FAM002652	FAM006375	FAM006633	FAM005256	FAM012021	FAM006595	FAM011124	FAM005741	FAM010919	FAM005252	FAM005251	FAM006147	FAM002905	FAM007151	FAM004055
rep143_seed2168	FAM013611	FAM008108	FAM000140	FAM006117	FAM010453	FAM002176	FAM000259	FAM012491	FAM010332	FAM003113	FAM003307	FAM002192	FAM000905	FAM000362	FAM013995	FAM002253	FAM006954	FAM001489
rep144_seed2169	FAM007889	FAM005833	FAM000453	FAM003545	FAM001738	FAM004194	FAM002635	FAM008217	FAM002108	FAM010165	FAM004376	FAM007108	FAM000580	FAM010046	FAM002061	FAM007520	FAM004021	FAM000817
rep145_seed2170	FAM002288	FAM005936	FAM002963	FAM010474	FAM010046	FAM009200	FAM005542	FAM005183	FAM006841	FAM010052	FAM000668	FAM007686	FAM010809	FAM006874	FAM000454	FAM001267	FAM000999	FAM011068
rep146_seed2171	FAM002144	FAM007132	FAM000479	FAM009472	FAM013499	FAM002237	FAM003412	FAM005010	FAM003842	FAM002192	FAM002416	FAM000793	FAM002669	FAM000227	FAM000702	FAM000337	FAM006512	FAM011316
rep147_seed2172	FAM007962	FAM001049	FAM001959	FAM005181	FAM001954	FAM000229	FAM001430	FAM001394	FAM000250	FAM000804	FAM005306	FAM010967	FAM004646	FAM000639	FAM000931	FAM009840	FAM006427	FAM005743
rep148_seed2173	FAM001561	FAM000111	FAM011133	FAM010354	FAM003519	FAM002048	FAM006404	FAM004546	FAM002663	FAM002188	FAM002885	FAM004165	FAM007541	FAM007948	FAM001522	FAM009235	FAM011076	FAM002644
rep149_seed2174	FAM003808	FAM001848	FAM014553	FAM004576	FAM005393	FAM011118	FAM003896	FAM003484	FAM000089	FAM013529	FAM005171	FAM013699	FAM012410	FAM009168	FAM002995	FAM006603	FAM001912	FAM000171
rep150_seed2175	FAM005300	FAM001127	FAM000561	FAM006334	FAM002656	FAM003511	FAM011726	FAM010635	FAM003276	FAM008569	FAM000953	FAM000468	FAM012515	FAM001422	FAM001468	FAM002860	FAM002592	FAM013565
rep151_seed2176	FAM003161	FAM002140	FAM004398	FAM014695	FAM013011	FAM009493	FAM012219	FAM005622	FAM007417	FAM003224	FAM000363	FAM007212	FAM002165	FAM004744	FAM000893	FAM004963	FAM001992	FAM009624
rep152_seed2177	FAM000595	FAM006728	FAM000277	FAM013888	FAM002499	FAM003900	FAM007549	FAM000100	FAM003789	FAM013916	FAM005325	FAM010257	FAM008787	FAM007844	FAM001151	FAM006172	FAM009552	FAM006675
rep153_seed2178	FAM006767	FAM000271	FAM002967	FAM011867	FAM005460	FAM001177	FAM009336	FAM004651	FAM002420	FAM000593	FAM001563	FAM007846	FAM012149	FAM013991	FAM005296	FAM006718	FAM004572	FAM004957
rep154_seed2179	FAM014553	FAM003255	FAM007479	FAM003855	FAM003287	FAM003723	FAM012530	FAM009520	FAM002448	FAM014243	FAM005033	FAM002628	FAM001196	FAM004966	FAM002161	FAM000517	FAM003027	FAM013871
rep155_seed2180	FAM014075	FAM007566	FAM005632	FAM011093	FAM002537	FAM001706	FAM012894	FAM012499	FAM007849	FAM005033	FAM006466	FAM000551	FAM005547	FAM002909	FAM001571	FAM001693	FAM007151	FAM005049
rep156_seed2181	FAM010714	FAM001540	FAM004031	FAM009261	FAM001586	FAM007305	FAM004354	FAM003909	FAM012989	FAM002798	FAM000082	FAM010890	FAM011541	FAM005110	FAM002773	FAM001367	FAM003175	FAM007613
rep157_seed2182	FAM005622	FAM004388	FAM003870	FAM008361	FAM002556	FAM002416	FAM002043	FAM005663	FAM001047	FAM001670	FAM004444	FAM003139	FAM003377	FAM001226	FAM004707	FAM005378	FAM013965	FAM010788
rep158_seed2183	FAM004117	FAM000643	FAM002568	FAM001190	FAM000859	FAM000514	FAM007742	FAM011655	FAM002921	FAM006024	FAM006884	FAM011238	FAM000519	FAM010052	FAM002303	FAM002377	FAM002219	FAM003196
rep159_seed2184	FAM003161	FAM005391	FAM002594	FAM001385	FAM001305	FAM001169	FAM011563	FAM001990	FAM003651	FAM001609	FAM010419	FAM007416	FAM010354	FAM003425	FAM001836	FAM000041	FAM012785	FAM006939
rep160_seed2185	FAM001979	FAM001999	FAM000192	FAM006402	FAM004341	FAM008957	FAM005481	FAM001751	FAM009583	FAM009362	FAM010210	FAM000467	FAM000258	FAM005484	FAM004132	FAM013529	FAM001006	FAM003298
rep161_seed2186	FAM011772	FAM003845	FAM000508	FAM001104	FAM001127	FAM000095	FAM006013	FAM001313	FAM010608	FAM002333	FAM006108	FAM001025	FAM003004	FAM001231	FAM005332	FAM004399	FAM000492	FAM002001
rep162_seed2187	FAM001170	FAM000990	FAM005649	FAM001654	FAM004038	FAM003566	FAM001501	FAM009533	FAM005962	FAM008680	FAM000663	FAM009986	FAM005047	FAM011782	FAM007876	FAM001686	FAM000457	FAM002069
rep163_seed2188	FAM001261	FAM005105	FAM001732	FAM004892	FAM009169	FAM002847	FAM001517	FAM003828	FAM007837	FAM009747	FAM005659	FAM001335	FAM009289	FAM002470	FAM000733	FAM012455	FAM002981	FAM008492
rep164_seed2189	FAM000834	FAM003074	FAM003684	FAM001019	FAM000799	FAM004155	FAM002239	FAM008718	FAM002713	FAM001488	FAM001718	FAM008128	FAM004146	FAM001971	FAM008710	FAM003790	FAM000107	FAM006908
rep165_seed2190	FAM000756	FAM003269	FAM012798	FAM001569	FAM000775	FAM000854	FAM009940	FAM005784	FAM013413	FAM011869	FAM001587	FAM007301	FAM000945	FAM000925	FAM008285	FAM005325	FAM007799	FAM010324
rep166_seed2191	FAM012096	FAM001508	FAM002193	FAM004913	FAM001413	FAM011013	FAM007046	FAM002317	FAM005141	FAM002375	FAM002823	FAM006303	FAM006749	FAM001765	FAM002250	FAM002801	FAM002627	FAM005299
rep167_seed2192	FAM003371	FAM000780	FAM004241	FAM011755	FAM001994	FAM009970	FAM006959	FAM001396	FAM008933	FAM009116	FAM011462	FAM000798	FAM001830	FAM002875	FAM007418	FAM000592	FAM005831	FAM000519
rep168_seed2193	FAM002968	FAM000203	FAM005487	FAM001632	FAM012455	FAM007844	FAM004793	FAM006755	FAM009739	FAM013442	FAM008135	FAM008470	FAM002689	FAM001939	FAM003130	FAM004878	FAM008604	FAM001211
rep169_seed2194	FAM006205	FAM001239	FAM002256	FAM002086	FAM003534	FAM008763	FAM000484	FAM005915	FAM001544	FAM002681	FAM009701	FAM007820	FAM005280	FAM001670	FAM012966	FAM005538	FAM008570	FAM009687
rep170_seed2195	FAM011724	FAM003146	FAM012632	FAM000217	FAM008072	FAM000266	FAM006315	FAM005832	FAM009632	FAM006757	FAM003186	FAM003664	FAM000594	FAM011767	FAM013051	FAM010210	FAM000763	FAM002997
rep171_seed2196	FAM005016	FAM000977	FAM001459	FAM010356	FAM002070	FAM010696	FAM006848	FAM001514	FAM008139	FAM004205	FAM000080	FAM005420	FAM013839	FAM000794	FAM005206	FAM002311	FAM000337	FAM002867
rep172_seed2197	FAM001575	FAM007439	FAM007356	FAM003715	FAM002210	FAM004477	FAM000535	FAM001772	FAM001789	FAM009731	FAM006845	FAM007030	FAM005551	FAM006806	FAM000443	FAM005149	FAM000300	FAM006525
rep173_seed2198	FAM003998	FAM004218	FAM008810	FAM003979	FAM002497	FAM006820	FAM004325	FAM004450	FAM001391	FAM006610	FAM002636	FAM004840	FAM010241	FAM006300	FAM000747	FAM004459	FAM007744	FAM004197
rep174_seed2199	FAM009795	FAM000335	FAM006789	FAM010363	FAM000336	FAM009533	FAM001294	FAM011671	FAM003446	FAM010279	FAM003704	FAM009069	FAM000137	FAM001758	FAM002664	FAM002623	FAM004140	FAM004682
rep175_seed2200	FAM000140	FAM000742	FAM005338	FAM002953	FAM001312	FAM008201	FAM011120	FAM014193	FAM007872	FAM011015	FAM001860	FAM010472	FAM007974	FAM002799	FAM006536	FAM002641	FAM001645	FAM008808
rep176_seed2201	FAM003189	FAM003343	FAM011212	FAM002265	FAM000894	FAM002827	FAM003577	FAM012741	FAM000279	FAM003202	FAM008395	FAM007273	FAM014002	FAM013645	FAM004590	FAM007842	FAM002598	FAM000011
rep177_seed2202	FAM010296	FAM001776	FAM001279	FAM004642	FAM014074	FAM001352	FAM001024	FAM002293	FAM007709	FAM014603	FAM000242	FAM001966	FAM013294	FAM003189	FAM006139	FAM014364	FAM003326	FAM012105
rep178_seed2203	FAM002125	FAM004254	FAM007244	FAM001032	FAM009523	FAM003683	FAM009732	FAM004449	FAM012564	FAM000557	FAM004860	FAM006021	FAM003801	FAM000054	FAM001347	FAM011515	FAM003160	FAM002397
rep179_seed2204	FAM007717	FAM004049	FAM001465	FAM000018	FAM005430	FAM005007	FAM002139	FAM007123	FAM004471	FAM000447	FAM009433	FAM011489	FAM001884	FAM000292	FAM003610	FAM002794	FAM007100	FAM001613
rep180_seed2205	FAM011726	FAM005671	FAM009484	FAM005148	FAM008594	FAM004158	FAM008728	FAM002898	FAM005291	FAM004445	FAM000411	FAM006335	FAM004613	FAM010651	FAM001919	FAM001816	FAM005887	FAM008211
rep181_seed2206	FAM003080	FAM006020	FAM001741	FAM000815	FAM007872	FAM003436	FAM002336	FAM005841	FAM007591	FAM000095	FAM002342	FAM000311	FAM003347	FAM013692	FAM000302	FAM009490	FAM000026	FAM001329
rep182_seed2207	FAM001460	FAM005799	FAM000964	FAM000308	FAM006845	FAM002493	FAM000693	FAM004399	FAM001857	FAM005609	FAM013785	FAM004575	FAM005857	FAM004345	FAM002153	FAM005010	FAM003664	FAM005033
rep183_seed2208	FAM006732	FAM000700	FAM004576	FAM008872	FAM002708	FAM006233	FAM003447	FAM011535	FAM006046	FAM000450	FAM008702	FAM001540	FAM003526	FAM003340	FAM001411	FAM005549	FAM005149	FAM000406
rep184_seed2209	FAM000869	FAM000118	FAM000770	FAM011868	FAM005170	FAM013283	FAM002172	FAM004855	FAM012180	FAM000306	FAM005627	FAM003862	FAM002400	FAM001664	FAM009272	FAM003231	FAM002729	FAM001473
rep185_seed2210	FAM009472	FAM007907	FAM003719	FAM007028	FAM014397	FAM000529	FAM004285	FAM004613	FAM005086	FAM002127	FAM006434	FAM012778	FAM008706	FAM006097	FAM001335	FAM007296	FAM011665	FAM006697
rep186_seed2211	FAM000962	FAM002750	FAM005018	FAM006805	FAM002040	FAM003964	FAM014538	FAM007292	FAM000892	FAM008665	FAM005992	FAM000200	FAM009921	FAM009742	FAM001513	FAM010543	FAM013947	FAM003975
rep187_seed2212	FAM000619	FAM003218	FAM009335	FAM007822	FAM001040	FAM007657	FAM009359	FAM002611	FAM013965	FAM003110	FAM001399	FAM002399	FAM000721	FAM001752	FAM003696	FAM010174	FAM011341	FAM000599
rep188_seed2213	FAM005737	FAM002224	FAM011680	FAM006388	FAM003754	FAM012634	FAM010196	FAM003816	FAM003817	FAM000754	FAM002684	FAM011964	FAM000241	FAM007266	FAM002675	FAM000363	FAM002115	FAM009747
rep189_seed2214	FAM010802	FAM008373	FAM008538	FAM005221	FAM001325	FAM000391	FAM009364	FAM010716	FAM008953	FAM006459	FAM006472	FAM001297	FAM005681	FAM014274	FAM005225	FAM000016	FAM004226	FAM001963
rep190_seed2215	FAM007131	FAM001903	FAM011546	FAM003430	FAM012940	FAM004448	FAM009004	FAM005140	FAM002476	FAM006488	FAM003925	FAM007699	FAM001185	FAM005070	FAM012728	FAM002540	FAM000582	FAM011528
rep191_seed2216	FAM001607	FAM007994	FAM010056	FAM002293	FAM002915	FAM003641	FAM001658	FAM000173	FAM005383	FAM004444	FAM000335	FAM005170	FAM012777	FAM011065	FAM008600	FAM007884	FAM007134	FAM000609
rep192_seed2217	FAM001731	FAM004004	FAM008930	FAM003866	FAM008796	FAM011124	FAM004455	FAM000421	FAM004839	FAM012381	FAM001760	FAM002100	FAM003575	FAM000504	FAM009670	FAM003087	FAM000222	FAM013892
rep193_seed2218	FAM006980	FAM006518	FAM009698	FAM011494	FAM000879	FAM003004	FAM007027	FAM003703	FAM002555	FAM001311	FAM009846	FAM011985	FAM001717	FAM001706	FAM008617	FAM002925	FAM007401	FAM001348
rep194_seed2219	FAM001500	FAM011528	FAM000132	FAM003159	FAM005500	FAM002993	FAM004908	FAM004591	FAM000397	FAM000925	FAM000271	FAM007277	FAM001066	FAM013206	FAM002026	FAM003525	FAM002829	FAM009001
rep195_seed2220	FAM004277	FAM006268	FAM000423	FAM009963	FAM003031	FAM000996	FAM006938	FAM002868	FAM003899	FAM000691	FAM012000	FAM008519	FAM002053	FAM005605	FAM007028	FAM009359	FAM001945	FAM001464
rep196_seed2221	FAM008330	FAM001883	FAM005032	FAM008420	FAM000673	FAM004130	FAM005795	FAM002272	FAM001336	FAM007845	FAM008922	FAM004616	FAM000551	FAM002731	FAM009400	FAM001572	FAM003111	FAM005916
rep197_seed2222	FAM005880	FAM007482	FAM007884	FAM001713	FAM000745	FAM000620	FAM003266	FAM003448	FAM010466	FAM011250	FAM004432	FAM005648	FAM000081	FAM002406	FAM007071	FAM000772	FAM001523	FAM003253
rep198_seed2223	FAM005637	FAM003011	FAM000565	FAM012028	FAM012722	FAM008704	FAM004612	FAM003183	FAM002348	FAM004769	FAM010372	FAM007533	FAM003643	FAM010646	FAM003980	FAM009598	FAM007782	FAM006759
rep199_seed2224	FAM007200	FAM004461	FAM000453	FAM003297	FAM001574	FAM003441	FAM001134	FAM000143	FAM005322	FAM000969	FAM005379	FAM002643	FAM006007	FAM012975	FAM013354	FAM008060	FAM001542	FAM004718
rep200_seed2225	FAM002406	FAM002920	FAM005141	FAM011790	FAM011804	FAM000987	FAM004061	FAM002860	FAM002879	FAM005360	FAM000335	FAM001214	FAM000629	FAM009667	FAM005378	FAM006220	FAM007379	FAM003189
rep201_seed2226	FAM003228	FAM005421	FAM011093	FAM002876	FAM001339	FAM002474	FAM001809	FAM004844	FAM002778	FAM000602	FAM004487	FAM007988	FAM006945	FAM000199	FAM006315	FAM002622	FAM003402	FAM000781
rep202_seed2227	FAM003782	FAM009089	FAM010488	FAM011288	FAM007998	FAM002658	FAM007785	FAM000051	FAM012610	FAM006077	FAM002416	FAM001279	FAM001961	FAM009822	FAM000867	FAM001923	FAM006296	FAM007895
rep203_seed2228	FAM000700	FAM008738	FAM000976	FAM008889	FAM010201	FAM000757	FAM001467	FAM001765	FAM005396	FAM003765	FAM002752	FAM000934	FAM009737	FAM005870	FAM013413	FAM007668	FAM000321	FAM005924
rep204_seed2229	FAM001380	FAM001670	FAM001911	FAM001873	FAM005520	FAM008477	FAM001124	FAM005348	FAM008755	FAM009702	FAM006757	FAM003074	FAM012731	FAM000545	FAM004764	FAM007518	FAM000556	FAM010950
rep205_seed2230	FAM007915	FAM006402	FAM006250	FAM001649	FAM006371	FAM004651	FAM011541	FAM011614	FAM007779	FAM003925	FAM001412	FAM007034	FAM003693	FAM003368	FAM004809	FAM006663	FAM000473	FAM008165
rep206_seed2231	FAM013534	FAM013570	FAM010796	FAM005853	FAM002285	FAM002387	FAM008923	FAM011289	FAM014274	FAM002547	FAM010885	FAM004588	FAM004907	FAM000695	FAM011250	FAM008586	FAM014516	FAM003272
rep207_seed2232	FAM002616	FAM001714	FAM001362	FAM000492	FAM000029	FAM002920	FAM005740	FAM003173	FAM004649	FAM013951	FAM004080	FAM004821	FAM004471	FAM013551	FAM003650	FAM004546	FAM002651	FAM000434
rep208_seed2233	FAM005794	FAM005763	FAM001124	FAM002334	FAM001735	FAM012380	FAM000757	FAM004890	FAM005537	FAM007973	FAM012946	FAM003379	FAM012096	FAM003834	FAM007164	FAM012756	FAM009953	FAM000988
rep209_seed2234	FAM004976	FAM006287	FAM006267	FAM007167	FAM000351	FAM004217	FAM004719	FAM002971	FAM012133	FAM003747	FAM005848	FAM002649	FAM005120	FAM006615	FAM013799	FAM012515	FAM001530	FAM003708
rep210_seed2235	FAM002248	FAM004542	FAM008728	FAM006328	FAM007057	FAM004404	FAM002098	FAM001288	FAM010093	FAM004521	FAM002916	FAM001326	FAM003110	FAM003030	FAM000432	FAM005643	FAM001025	FAM004042
rep211_seed2236	FAM004112	FAM006328	FAM005491	FAM001679	FAM009607	FAM005256	FAM006762	FAM006760	FAM000352	FAM000648	FAM003509	FAM004817	FAM007872	FAM006406	FAM009945	FAM002269	FAM000705	FAM004651
rep212_seed2237	FAM009941	FAM002568	FAM008953	FAM011569	FAM002996	FAM003505	FAM012303	FAM005742	FAM002128	FAM011310	FAM002551	FAM000733	FAM012243	FAM007544	FAM007417	FAM005309	FAM006440	FAM006456
rep213_seed2238	FAM001421	FAM001676	FAM000590	FAM011767	FAM004236	FAM009335	FAM012456	FAM000913	FAM009476	FAM001283	FAM001631	FAM002002	FAM014045	FAM002823	FAM002505	FAM005676	FAM003338	FAM003998
rep214_seed2239	FAM002832	FAM007247	FAM005823	FAM012610	FAM011300	FAM001136	FAM001624	FAM003937	FAM002145	FAM009459	FAM006535	FAM008512	FAM001037	FAM001433	FAM000551	FAM007572	FAM002148	FAM010957
rep215_seed2240	FAM005389	FAM004731	FAM003765	FAM012108	FAM005104	FAM000771	FAM001682	FAM011467	FAM011395	FAM002860	FAM006314	FAM008704	FAM006874	FAM001653	FAM007130	FAM000862	FAM003273	FAM003467
rep216_seed2241	FAM005967	FAM004156	FAM008747	FAM011373	FAM009117	FAM013864	FAM008316	FAM005734	FAM012933	FAM005464	FAM000639	FAM000648	FAM000539	FAM001506	FAM010255	FAM005036	FAM005605	FAM005883
rep217_seed2242	FAM001159	FAM000739	FAM002793	FAM000061	FAM001636	FAM001305	FAM004456	FAM008865	FAM000770	FAM000640	FAM009596	FAM001761	FAM001529	FAM013990	FAM001107	FAM011347	FAM005676	FAM008298
rep218_seed2243	FAM000828	FAM005459	FAM002635	FAM011356	FAM008657	FAM003921	FAM002943	FAM006977	FAM007015	FAM004672	FAM010475	FAM002086	FAM002301	FAM003244	FAM003093	FAM000574	FAM002188	FAM004647
rep219_seed2244	FAM005880	FAM003256	FAM004765	FAM002805	FAM000101	FAM005498	FAM002359	FAM002741	FAM006848	FAM004697	FAM002868	FAM008481	FAM007485	FAM002791	FAM002869	FAM003036	FAM000858	FAM002895
rep220_seed2245	FAM001032	FAM004689	FAM008519	FAM004881	FAM008303	FAM010117	FAM009817	FAM000069	FAM001248	FAM003174	FAM002804	FAM002368	FAM002649	FAM001173	FAM001987	FAM000140	FAM007557	FAM006324
rep221_seed2246	FAM005942	FAM006804	FAM000433	FAM010347	FAM006631	FAM001885	FAM013642	FAM001356	FAM004193	FAM000111	FAM003783	FAM001364	FAM002237	FAM007177	FAM012785	FAM001820	FAM000844	FAM002695
rep222_seed2247	FAM003297	FAM005882	FAM003430	FAM010284	FAM007544	FAM008296	FAM004660	FAM001213	FAM008720	FAM010451	FAM000829	FAM001904	FAM002251	FAM004864	FAM000320	FAM006236	FAM013612	FAM008901
rep223_seed2248	FAM005406	FAM008879	FAM000671	FAM011065	FAM013874	FAM005737	FAM003076	FAM014568	FAM010453	FAM011245	FAM002713	FAM014132	FAM007356	FAM002947	FAM000074	FAM003297	FAM001127	FAM004737
rep224_seed2249	FAM004671	FAM003909	FAM009799	FAM005405	FAM003371	FAM001549	FAM004805	FAM005237	FAM013168	FAM000991	FAM005131	FAM010367	FAM004617	FAM012690	FAM003076	FAM006774	FAM001304	FAM000119
rep225_seed2250	FAM005771	FAM001049	FAM001344	FAM010721	FAM005432	FAM001287	FAM002686	FAM008553	FAM001685	FAM006205	FAM011178	FAM001034	FAM002768	FAM002121	FAM001253	FAM005912	FAM004868	FAM008969
rep226_seed2251	FAM012669	FAM012630	FAM008272	FAM000387	FAM002407	FAM007803	FAM003963	FAM006205	FAM001605	FAM004410	FAM000279	FAM004842	FAM003004	FAM003289	FAM005839	FAM002368	FAM006105	FAM004468
rep227_seed2252	FAM002411	FAM004888	FAM012012	FAM000590	FAM003937	FAM006613	FAM003539	FAM002966	FAM003844	FAM013785	FAM001851	FAM010600	FAM008786	FAM001137	FAM008901	FAM010185	FAM006545	FAM006127
rep228_seed2253	FAM010597	FAM000404	FAM001936	FAM009375	FAM001281	FAM000462	FAM003616	FAM002829	FAM002398	FAM003964	FAM002443	FAM002661	FAM009708	FAM000344	FAM002513	FAM006336	FAM000058	FAM003553
rep229_seed2254	FAM001432	FAM010835	FAM011003	FAM009846	FAM004077	FAM009739	FAM014245	FAM005525	FAM001393	FAM001909	FAM002874	FAM000875	FAM009213	FAM001577	FAM005381	FAM006635	FAM002393	FAM014516
