rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep560_seed2585	FAM010919	FAM002500	FAM007557	FAM006984	FAM009684	FAM008592	FAM010334	FAM004832	FAM014266	FAM004042	FAM002726	FAM000724	FAM002920	FAM001831	FAM027658
rep561_seed2586	FAM003740	FAM004084	FAM005928	FAM005887	FAM001517	FAM001448	FAM006388	FAM014698	FAM001765	FAM008122	FAM007999	FAM012149	FAM002882	FAM005219	FAM027293
rep562_seed2587	FAM012344	FAM002478	FAM011477	FAM003560	FAM005066	FAM003491	FAM005913	FAM008889	FAM009948	FAM001898	FAM003768	FAM005191	FAM005625	FAM004718	FAM018259
rep563_seed2588	FAM010893	FAM004212	FAM002729	FAM000389	FAM011500	FAM010480	FAM004469	FAM007445	FAM005472	FAM000342	FAM005342	FAM006851	FAM007494	FAM006480	FAM015720
rep564_seed2589	FAM007697	FAM004919	FAM000648	FAM002335	FAM000457	FAM007879	FAM012939	FAM013117	FAM000368	FAM000074	FAM005475	FAM000893	FAM000921	FAM006310	FAM025870
rep565_seed2590	FAM000145	FAM003058	FAM004444	FAM001297	FAM001227	FAM000706	FAM009120	FAM007452	FAM000396	FAM000161	FAM008303	FAM000586	FAM003350	FAM000122	FAM024854
rep566_seed2591	FAM000302	FAM002043	FAM007034	FAM007859	FAM003243	FAM002250	FAM012533	FAM004328	FAM009953	FAM004105	FAM008297	FAM007851	FAM001833	FAM004449	FAM016489
rep567_seed2592	FAM007376	FAM007278	FAM010704	FAM005331	FAM003517	FAM006821	FAM002685	FAM005256	FAM005635	FAM002070	FAM006362	FAM002105	FAM003911	FAM000035	FAM026575
rep568_seed2593	FAM000477	FAM003543	FAM006099	FAM003604	FAM001505	FAM001388	FAM005010	FAM008480	FAM006388	FAM011782	FAM007656	FAM004612	FAM006501	FAM003019	FAM018555
rep569_seed2594	FAM006701	FAM004934	FAM005077	FAM001682	FAM005612	FAM002119	FAM001394	FAM001102	FAM008297	FAM007382	FAM003402	FAM011063	FAM006248	FAM007474	FAM021520
rep570_seed2595	FAM006542	FAM011592	FAM004845	FAM003086	FAM007446	FAM002500	FAM001533	FAM001912	FAM003455	FAM014565	FAM000269	FAM010688	FAM005283	FAM006237	FAM016417
rep571_seed2596	FAM000657	FAM007879	FAM002702	FAM005488	FAM011232	FAM007572	FAM003629	FAM006548	FAM008147	FAM005924	FAM003541	FAM009311	FAM000683	FAM002406	FAM014917
rep572_seed2597	FAM002815	FAM002630	FAM000310	FAM008506	FAM001320	FAM002032	FAM007120	FAM009988	FAM011563	FAM004803	FAM001476	FAM013469	FAM007157	FAM008913	FAM016729
rep573_seed2598	FAM008841	FAM002701	FAM003637	FAM003190	FAM004110	FAM003395	FAM013751	FAM008335	FAM004069	FAM001714	FAM009708	FAM012567	FAM006444	FAM004013	FAM026633
rep574_seed2599	FAM010200	FAM007151	FAM001988	FAM003180	FAM003376	FAM002516	FAM011898	FAM006163	FAM002025	FAM005435	FAM012575	FAM009381	FAM006528	FAM000234	FAM016584
rep575_seed2600	FAM010196	FAM010036	FAM013976	FAM002729	FAM008629	FAM003616	FAM012877	FAM007897	FAM006736	FAM001566	FAM003205	FAM011483	FAM002419	FAM004190	FAM015816
rep576_seed2601	FAM009476	FAM002004	FAM005133	FAM003170	FAM007192	FAM005845	FAM001894	FAM004014	FAM006946	FAM000302	FAM006369	FAM008290	FAM005560	FAM004755	FAM015536
rep577_seed2602	FAM003119	FAM001495	FAM004567	FAM005305	FAM005478	FAM005010	FAM004631	FAM000789	FAM002826	FAM001276	FAM000048	FAM015186	FAM004622	FAM000645	FAM018243
rep578_seed2603	FAM001657	FAM005152	FAM009243	FAM012493	FAM000602	FAM007132	FAM011725	FAM002908	FAM003240	FAM006742	FAM006450	FAM004403	FAM005892	FAM006414	FAM016704
rep579_seed2604	FAM000978	FAM003765	FAM007221	FAM011247	FAM001531	FAM006519	FAM002937	FAM005305	FAM009417	FAM003191	FAM001667	FAM001016	FAM004278	FAM007146	FAM016268
rep580_seed2605	FAM002954	FAM004557	FAM004900	FAM004742	FAM003100	FAM005486	FAM006595	FAM003933	FAM009572	FAM007547	FAM005226	FAM000823	FAM011807	FAM000744	FAM015808
rep581_seed2606	FAM000967	FAM008458	FAM006805	FAM008296	FAM013648	FAM001752	FAM002698	FAM006001	FAM013911	FAM009577	FAM000958	FAM001072	FAM007535	FAM002546	FAM017268
rep582_seed2607	FAM002622	FAM003548	FAM005598	FAM008326	FAM000371	FAM001959	FAM001747	FAM001078	FAM005439	FAM012335	FAM004994	FAM007832	FAM004744	FAM005830	FAM017709
rep583_seed2608	FAM007139	FAM007762	FAM004188	FAM009126	FAM005227	FAM002058	FAM003347	FAM011013	FAM006067	FAM005230	FAM003960	FAM001847	FAM000567	FAM004445	FAM015936
rep584_seed2609	FAM003253	FAM003746	FAM006535	FAM003358	FAM003525	FAM000753	FAM014022	FAM003639	FAM011092	FAM003920	FAM009063	FAM002302	FAM004999	FAM006934	FAM021379
rep585_seed2610	FAM002704	FAM000847	FAM003913	FAM004714	FAM000808	FAM007394	FAM002713	FAM000682	FAM001009	FAM004503	FAM001997	FAM005460	FAM011467	FAM004629	FAM021869
rep586_seed2611	FAM011518	FAM009537	FAM001034	FAM011230	FAM009654	FAM011485	FAM003725	FAM004885	FAM010685	FAM006472	FAM002253	FAM004458	FAM011780	FAM004947	FAM022862
rep587_seed2612	FAM006596	FAM008773	FAM010663	FAM005512	FAM006494	FAM000709	FAM002177	FAM007068	FAM004956	FAM000878	FAM007233	FAM010643	FAM002874	FAM006031	FAM028538
rep588_seed2613	FAM002017	FAM002596	FAM006430	FAM004572	FAM013788	FAM002841	FAM001756	FAM004832	FAM008375	FAM000579	FAM001732	FAM009770	FAM009490	FAM002278	FAM018342
rep589_seed2614	FAM007030	FAM006672	FAM003979	FAM007900	FAM005869	FAM006155	FAM001845	FAM003944	FAM004126	FAM002144	FAM000556	FAM011002	FAM004537	FAM000220	FAM021080
rep590_seed2615	FAM004113	FAM010551	FAM000310	FAM007051	FAM000234	FAM009431	FAM010676	FAM002907	FAM000873	FAM008829	FAM012250	FAM000482	FAM007464	FAM014449	FAM015200
rep591_seed2616	FAM000928	FAM015116	FAM002801	FAM007461	FAM007716	FAM004743	FAM010939	FAM007929	FAM001420	FAM013770	FAM004159	FAM006636	FAM004793	FAM009260	FAM018218
rep592_seed2617	FAM000823	FAM012942	FAM003045	FAM009408	FAM000469	FAM001193	FAM006583	FAM002008	FAM003214	FAM008070	FAM002827	FAM007529	FAM000751	FAM008514	FAM021677
rep593_seed2618	FAM014573	FAM005496	FAM005216	FAM013788	FAM000980	FAM003544	FAM011121	FAM003500	FAM005520	FAM013626	FAM008458	FAM011878	FAM012007	FAM004051	FAM019765
rep594_seed2619	FAM001520	FAM004979	FAM012644	FAM003950	FAM012585	FAM000854	FAM002669	FAM003350	FAM001393	FAM000239	FAM006434	FAM000128	FAM004710	FAM011232	FAM015990
rep595_seed2620	FAM002807	FAM011444	FAM003018	FAM001146	FAM009724	FAM005062	FAM008852	FAM009033	FAM003940	FAM003418	FAM004327	FAM005655	FAM007650	FAM002371	FAM021882
rep596_seed2621	FAM002762	FAM003831	FAM004230	FAM009978	FAM005145	FAM001011	FAM008935	FAM003943	FAM013210	FAM002145	FAM006425	FAM007180	FAM003218	FAM002243	FAM018774
rep597_seed2622	FAM003663	FAM001450	FAM000241	FAM004341	FAM001634	FAM008309	FAM003475	FAM006020	FAM010840	FAM005306	FAM010284	FAM011059	FAM001366	FAM013261	FAM026636
rep598_seed2623	FAM000644	FAM008400	FAM003253	FAM000792	FAM001009	FAM006490	FAM003746	FAM009955	FAM005315	FAM003849	FAM011140	FAM008903	FAM000996	FAM003564	FAM018259
rep599_seed2624	FAM000395	FAM006420	FAM004380	FAM000144	FAM003721	FAM006886	FAM004061	FAM001316	FAM010387	FAM001837	FAM004922	FAM004256	FAM002907	FAM003230	FAM015262
rep600_seed2625	FAM007502	FAM005481	FAM007393	FAM011291	FAM000884	FAM007680	FAM008063	FAM008870	FAM010125	FAM001261	FAM006731	FAM002191	FAM008686	FAM001054	FAM022868
rep601_seed2626	FAM006261	FAM009950	FAM005348	FAM007177	FAM006928	FAM004412	FAM014498	FAM014737	FAM012809	FAM006088	FAM012037	FAM012707	FAM009148	FAM008480	FAM026346
rep602_seed2627	FAM004377	FAM005785	FAM002606	FAM011789	FAM002746	FAM005352	FAM007896	FAM011537	FAM009391	FAM006010	FAM003316	FAM012261	FAM002688	FAM001059	FAM017373
rep603_seed2628	FAM003954	FAM004661	FAM012726	FAM001608	FAM005766	FAM002502	FAM005573	FAM001338	FAM002543	FAM000283	FAM001528	FAM013123	FAM004579	FAM007379	FAM026868
rep604_seed2629	FAM008806	FAM001559	FAM000882	FAM002181	FAM009666	FAM012344	FAM004292	FAM004485	FAM005111	FAM006461	FAM010291	FAM002667	FAM009060	FAM011013	FAM016508
rep605_seed2630	FAM003684	FAM001976	FAM009932	FAM008969	FAM001803	FAM010078	FAM005318	FAM007718	FAM009223	FAM010093	FAM008985	FAM005690	FAM001398	FAM006739	FAM017988
rep606_seed2631	FAM004066	FAM013429	FAM006502	FAM000052	FAM000021	FAM001918	FAM001597	FAM003548	FAM007270	FAM001575	FAM000472	FAM001398	FAM000127	FAM007247	FAM024854
rep607_seed2632	FAM005268	FAM001147	FAM006859	FAM004126	FAM001585	FAM000061	FAM008631	FAM001045	FAM006695	FAM007446	FAM003069	FAM004867	FAM002232	FAM006655	FAM018505
rep608_seed2633	FAM006736	FAM003733	FAM012417	FAM007874	FAM003467	FAM007450	FAM007746	FAM005278	FAM003552	FAM002277	FAM005607	FAM003147	FAM007140	FAM002858	FAM026341
rep609_seed2634	FAM007240	FAM010493	FAM002102	FAM003340	FAM006069	FAM007652	FAM008304	FAM001964	FAM013888	FAM005771	FAM005493	FAM005848	FAM000287	FAM003493	FAM023845
rep610_seed2635	FAM004607	FAM006410	FAM006145	FAM006184	FAM004050	FAM003561	FAM009236	FAM004240	FAM010578	FAM004388	FAM005107	FAM003472	FAM005351	FAM002537	FAM020488
rep611_seed2636	FAM004722	FAM008671	FAM011738	FAM005719	FAM004310	FAM000640	FAM004371	FAM000413	FAM009902	FAM010520	FAM002020	FAM003548	FAM000092	FAM003486	FAM019472
rep612_seed2637	FAM007570	FAM013261	FAM002599	FAM001519	FAM006338	FAM006252	FAM004579	FAM009276	FAM008153	FAM004101	FAM001747	FAM010494	FAM008859	FAM007057	FAM021520
rep613_seed2638	FAM000922	FAM006992	FAM005138	FAM007100	FAM004851	FAM010497	FAM007570	FAM004488	FAM005607	FAM001439	FAM007526	FAM005156	FAM000799	FAM006527	FAM024867
rep614_seed2639	FAM003740	FAM004479	FAM004082	FAM007642	FAM005361	FAM007549	FAM004444	FAM005681	FAM004918	FAM009235	FAM000186	FAM003884	FAM004734	FAM001832	FAM021677
rep615_seed2640	FAM004114	FAM003050	FAM002705	FAM008824	FAM009333	FAM005628	FAM011350	FAM001481	FAM008807	FAM000515	FAM003044	FAM005359	FAM007945	FAM009113	FAM022162
rep616_seed2641	FAM005421	FAM009786	FAM005225	FAM008101	FAM003173	FAM014366	FAM007428	FAM009387	FAM001741	FAM001516	FAM008466	FAM005185	FAM010484	FAM004667	FAM020961
rep617_seed2642	FAM011592	FAM004856	FAM008903	FAM009324	FAM003033	FAM008445	FAM000798	FAM006529	FAM000242	FAM004127	FAM006575	FAM003846	FAM010905	FAM004091	FAM023358
rep618_seed2643	FAM010123	FAM012007	FAM001777	FAM014154	FAM012540	FAM001806	FAM014329	FAM004623	FAM002705	FAM008623	FAM009550	FAM006129	FAM000711	FAM003415	FAM024655
rep619_seed2644	FAM004409	FAM014563	FAM005752	FAM013273	FAM006030	FAM000339	FAM005814	FAM012829	FAM006929	FAM003874	FAM001181	FAM000760	FAM011964	FAM003263	FAM028056
rep620_seed2645	FAM005537	FAM009577	FAM002281	FAM011430	FAM006442	FAM001805	FAM002465	FAM008917	FAM000581	FAM006216	FAM002242	FAM002862	FAM008175	FAM010751	FAM028166
rep621_seed2646	FAM003771	FAM014459	FAM001318	FAM007607	FAM000792	FAM003948	FAM004638	FAM001976	FAM005537	FAM000127	FAM008292	FAM007807	FAM001517	FAM000481	FAM020827
rep622_seed2647	FAM008002	FAM014690	FAM001900	FAM003727	FAM001111	FAM008712	FAM003068	FAM008060	FAM000061	FAM001642	FAM012199	FAM006904	FAM000193	FAM012782	FAM016542
rep623_seed2648	FAM008955	FAM013082	FAM002273	FAM003256	FAM000214	FAM005678	FAM014524	FAM000165	FAM003585	FAM009724	FAM000967	FAM005559	FAM008883	FAM009135	FAM024421
rep624_seed2649	FAM007228	FAM002224	FAM003322	FAM001467	FAM009772	FAM004637	FAM008060	FAM000480	FAM005501	FAM009384	FAM005575	FAM010487	FAM004047	FAM001232	FAM014760
rep625_seed2650	FAM011038	FAM007610	FAM002178	FAM001264	FAM005551	FAM014382	FAM002455	FAM001785	FAM002136	FAM010815	FAM002440	FAM008942	FAM005498	FAM005112	FAM024541
rep626_seed2651	FAM004614	FAM003890	FAM005736	FAM009492	FAM006529	FAM010451	FAM003155	FAM002821	FAM003095	FAM012915	FAM002775	FAM002265	FAM002938	FAM005915	FAM027646
rep627_seed2652	FAM010569	FAM006305	FAM009896	FAM003448	FAM004632	FAM010187	FAM002805	FAM012155	FAM003013	FAM001501	FAM000717	FAM009911	FAM007878	FAM000646	FAM020773
rep628_seed2653	FAM006790	FAM002070	FAM001085	FAM007376	FAM008124	FAM004527	FAM006584	FAM001071	FAM007993	FAM004491	FAM002584	FAM008977	FAM005948	FAM008088	FAM026346
rep629_seed2654	FAM012337	FAM009458	FAM009789	FAM000066	FAM006230	FAM001462	FAM014012	FAM007196	FAM004137	FAM004614	FAM007903	FAM002177	FAM003117	FAM002710	FAM022163
rep630_seed2655	FAM000537	FAM000762	FAM012689	FAM011443	FAM001107	FAM002885	FAM004026	FAM005197	FAM006686	FAM012151	FAM010361	FAM014003	FAM000125	FAM009155	FAM019790
rep631_seed2656	FAM000003	FAM006042	FAM000852	FAM010575	FAM010093	FAM002599	FAM003262	FAM003539	FAM008985	FAM012498	FAM006200	FAM010447	FAM004875	FAM007335	FAM017389
rep632_seed2657	FAM001030	FAM007556	FAM008297	FAM000906	FAM001122	FAM008758	FAM008986	FAM010399	FAM003677	FAM000299	FAM005870	FAM001857	FAM004104	FAM013797	FAM020082
rep633_seed2658	FAM005661	FAM000986	FAM005130	FAM005559	FAM008914	FAM002012	FAM014342	FAM001820	FAM001068	FAM002838	FAM006260	FAM007106	FAM004571	FAM007575	FAM014860
rep634_seed2659	FAM004983	FAM000205	FAM001021	FAM008119	FAM006437	FAM007873	FAM005106	FAM007130	FAM006512	FAM001503	FAM002304	FAM006736	FAM001543	FAM003192	FAM023735
rep635_seed2660	FAM000168	FAM000579	FAM005301	FAM005295	FAM005298	FAM005268	FAM002205	FAM007292	FAM006849	FAM004023	FAM001187	FAM009682	FAM014172	FAM005220	FAM014979
rep636_seed2661	FAM002417	FAM000738	FAM003772	FAM006611	FAM005610	FAM003352	FAM007894	FAM007981	FAM000887	FAM006412	FAM007971	FAM009817	FAM000126	FAM002516	FAM017373
rep637_seed2662	FAM002508	FAM003790	FAM007535	FAM002993	FAM000532	FAM007420	FAM002736	FAM002296	FAM007304	FAM009100	FAM002678	FAM000956	FAM001145	FAM001952	FAM028917
rep638_seed2663	FAM003134	FAM000724	FAM005030	FAM007061	FAM002514	FAM000825	FAM011246	FAM001775	FAM014436	FAM009018	FAM008664	FAM006549	FAM014074	FAM002132	FAM020631
rep639_seed2664	FAM003416	FAM000870	FAM000585	FAM004440	FAM012225	FAM001610	FAM001304	FAM003206	FAM002449	FAM004262	FAM002296	FAM000651	FAM005266	FAM003253	FAM026626
rep640_seed2665	FAM002312	FAM012458	FAM003647	FAM002233	FAM004427	FAM013628	FAM000987	FAM007135	FAM007157	FAM012771	FAM008162	FAM005121	FAM003310	FAM010585	FAM015183
rep641_seed2666	FAM006320	FAM007310	FAM014375	FAM010198	FAM008545	FAM013866	FAM001501	FAM001437	FAM004557	FAM002973	FAM004571	FAM002750	FAM004127	FAM006784	FAM029109
rep642_seed2667	FAM013874	FAM000845	FAM001567	FAM006214	FAM006444	FAM010224	FAM004258	FAM006886	FAM001210	FAM003637	FAM009822	FAM002999	FAM006691	FAM010693	FAM018823
rep643_seed2668	FAM007164	FAM000879	FAM005054	FAM002706	FAM011038	FAM001268	FAM003910	FAM004456	FAM000960	FAM002463	FAM005191	FAM005631	FAM004334	FAM003481	FAM019657
rep644_seed2669	FAM003077	FAM003923	FAM005520	FAM000788	FAM001101	FAM007995	FAM007421	FAM001320	FAM003506	FAM001395	FAM005288	FAM003861	FAM001551	FAM005658	FAM027534
rep645_seed2670	FAM005928	FAM008626	FAM000934	FAM003418	FAM006481	FAM006548	FAM003990	FAM000813	FAM006497	FAM001359	FAM009122	FAM006327	FAM002699	FAM013676	FAM020375
rep646_seed2671	FAM006824	FAM006245	FAM009959	FAM005092	FAM001779	FAM009389	FAM009617	FAM007240	FAM001280	FAM000304	FAM012272	FAM013780	FAM002201	FAM007303	FAM021844
rep647_seed2672	FAM001290	FAM002888	FAM004748	FAM003984	FAM006181	FAM009608	FAM001348	FAM005167	FAM006103	FAM007781	FAM001182	FAM008217	FAM002642	FAM001740	FAM021869
rep648_seed2673	FAM002431	FAM005030	FAM007232	FAM006099	FAM011447	FAM004461	FAM002459	FAM003758	FAM007157	FAM002718	FAM004276	FAM001104	FAM000576	FAM001321	FAM020108
rep649_seed2674	FAM002900	FAM009138	FAM001434	FAM009239	FAM002101	FAM003489	FAM004941	FAM009027	FAM001618	FAM009249	FAM000364	FAM004366	FAM006143	FAM000682	FAM023331
rep650_seed2675	FAM011151	FAM005823	FAM002834	FAM010164	FAM004156	FAM002167	FAM003990	FAM004888	FAM006835	FAM008977	FAM004809	FAM004741	FAM004719	FAM009132	FAM018418
rep651_seed2676	FAM008285	FAM013403	FAM007946	FAM004352	FAM009112	FAM000341	FAM000413	FAM003362	FAM002728	FAM003802	FAM003190	FAM009207	FAM001750	FAM011863	FAM022163
rep652_seed2677	FAM002299	FAM003161	FAM006731	FAM002691	FAM002726	FAM006387	FAM007786	FAM004101	FAM002162	FAM002791	FAM007351	FAM003499	FAM001135	FAM003974	FAM015801
rep653_seed2678	FAM006020	FAM000609	FAM013223	FAM013122	FAM006264	FAM004020	FAM004509	FAM013716	FAM010061	FAM008620	FAM012398	FAM000571	FAM005034	FAM003218	FAM021479
rep654_seed2679	FAM000759	FAM006309	FAM001591	FAM007008	FAM005650	FAM008132	FAM000208	FAM008481	FAM005508	FAM012489	FAM006049	FAM000679	FAM013061	FAM001228	FAM025749
rep655_seed2680	FAM004059	FAM000385	FAM007044	FAM007139	FAM003925	FAM002050	FAM000117	FAM000009	FAM004969	FAM002140	FAM002452	FAM003759	FAM001353	FAM000517	FAM015912
rep656_seed2681	FAM007586	FAM010356	FAM009542	FAM013229	FAM002197	FAM008709	FAM013074	FAM002670	FAM002855	FAM012398	FAM006464	FAM002313	FAM005906	FAM001545	FAM026665
rep657_seed2682	FAM006835	FAM012137	FAM012246	FAM007857	FAM001895	FAM005700	FAM014520	FAM002048	FAM005080	FAM007213	FAM001569	FAM001508	FAM000501	FAM008501	FAM020108
rep658_seed2683	FAM000476	FAM005577	FAM006316	FAM004832	FAM009051	FAM003817	FAM010939	FAM001071	FAM007929	FAM002379	FAM011473	FAM005970	FAM003296	FAM009513	FAM025873
rep659_seed2684	FAM010267	FAM004237	FAM000309	FAM013946	FAM000431	FAM000380	FAM010448	FAM000432	FAM003780	FAM004372	FAM000364	FAM011104	FAM007761	FAM000307	FAM026380
rep660_seed2685	FAM011784	FAM004222	FAM005568	FAM007030	FAM004735	FAM000482	FAM003215	FAM014120	FAM011345	FAM002993	FAM001790	FAM003943	FAM002312	FAM000442	FAM020750
rep661_seed2686	FAM002434	FAM000934	FAM003734	FAM013866	FAM004795	FAM000968	FAM006728	FAM001645	FAM013118	FAM013458	FAM007674	FAM012726	FAM000101	FAM000255	FAM023312
rep662_seed2687	FAM001389	FAM005392	FAM001468	FAM011054	FAM011341	FAM001444	FAM002143	FAM002339	FAM006108	FAM008816	FAM007066	FAM008517	FAM006278	FAM002857	FAM022326
rep663_seed2688	FAM009446	FAM000606	FAM004697	FAM005661	FAM001074	FAM011959	FAM001083	FAM002830	FAM003724	FAM010627	FAM001767	FAM006298	FAM006411	FAM005286	FAM020320
rep664_seed2689	FAM013506	FAM011652	FAM001099	FAM001193	FAM007710	FAM001015	FAM001754	FAM014636	FAM007522	FAM002593	FAM005247	FAM006776	FAM000630	FAM006729	FAM028229
rep665_seed2690	FAM001150	FAM007426	FAM007609	FAM010828	FAM002751	FAM003359	FAM008935	FAM008708	FAM005807	FAM002904	FAM013415	FAM000224	FAM009032	FAM002900	FAM016367
rep666_seed2691	FAM014366	FAM007518	FAM005665	FAM010978	FAM007689	FAM005236	FAM010376	FAM001563	FAM006751	FAM003775	FAM008355	FAM009119	FAM004042	FAM001472	FAM029017
rep667_seed2692	FAM010441	FAM007115	FAM006214	FAM001477	FAM002783	FAM003082	FAM010585	FAM001655	FAM000588	FAM004814	FAM004841	FAM001020	FAM002318	FAM002468	FAM015326
rep668_seed2693	FAM003496	FAM002642	FAM007180	FAM001911	FAM003243	FAM004857	FAM006135	FAM000364	FAM009875	FAM004688	FAM005519	FAM005799	FAM000717	FAM000289	FAM018942
rep669_seed2694	FAM000798	FAM007733	FAM012259	FAM003357	FAM010964	FAM001750	FAM000949	FAM003162	FAM000195	FAM002032	FAM006615	FAM010879	FAM002102	FAM002918	FAM023885
rep670_seed2695	FAM010864	FAM005468	FAM004244	FAM007669	FAM007674	FAM006375	FAM001260	FAM000416	FAM003292	FAM003978	FAM001055	FAM012147	FAM005357	FAM002421	FAM027251
rep671_seed2696	FAM001118	FAM000291	FAM009252	FAM011031	FAM001846	FAM004475	FAM007480	FAM001404	FAM012696	FAM014266	FAM005912	FAM002167	FAM006875	FAM000687	FAM019297
rep672_seed2697	FAM003920	FAM008549	FAM009144	FAM009473	FAM005131	FAM002820	FAM000345	FAM008116	FAM011119	FAM000666	FAM000185	FAM010642	FAM000495	FAM012739	FAM019673
rep673_seed2698	FAM011715	FAM006954	FAM002938	FAM002501	FAM011855	FAM003850	FAM003158	FAM002799	FAM001874	FAM004563	FAM000879	FAM002848	FAM007150	FAM005006	FAM028062
rep674_seed2699	FAM011748	FAM005266	FAM003649	FAM007781	FAM008017	FAM001057	FAM014123	FAM007321	FAM004416	FAM007829	FAM004007	FAM002297	FAM001762	FAM014126	FAM026299
rep675_seed2700	FAM011797	FAM004820	FAM003407	FAM009010	FAM004710	FAM007893	FAM007531	FAM005227	FAM014060	FAM008658	FAM014045	FAM003499	FAM010945	FAM000701	FAM015336
rep676_seed2701	FAM003365	FAM004756	FAM004817	FAM004715	FAM003915	FAM001190	FAM001517	FAM005148	FAM007730	FAM001023	FAM001832	FAM004349	FAM004562	FAM010937	FAM018381
rep677_seed2702	FAM002258	FAM008082	FAM010655	FAM000680	FAM000791	FAM007895	FAM009557	FAM001714	FAM010099	FAM001834	FAM005537	FAM003156	FAM003005	FAM014230	FAM015787
rep678_seed2703	FAM009608	FAM004382	FAM008191	FAM004536	FAM006493	FAM005151	FAM005688	FAM004244	FAM007888	FAM003129	FAM002834	FAM008099	FAM006264	FAM013056	FAM027167
rep679_seed2704	FAM006255	FAM005301	FAM013550	FAM005000	FAM003869	FAM012143	FAM011582	FAM002748	FAM007576	FAM007156	FAM005987	FAM006536	FAM008191	FAM008661	FAM023546
rep680_seed2705	FAM007012	FAM013723	FAM012902	FAM005056	FAM000262	FAM002717	FAM008898	FAM001715	FAM006250	FAM001125	FAM005261	FAM011780	FAM002088	FAM003914	FAM021336
rep681_seed2706	FAM002284	FAM002154	FAM005058	FAM003020	FAM001794	FAM003815	FAM000572	FAM006069	FAM003160	FAM007948	FAM002140	FAM009739	FAM010588	FAM002381	FAM017486
rep682_seed2707	FAM013847	FAM008296	FAM008510	FAM009446	FAM006099	FAM007435	FAM002064	FAM001707	FAM004495	FAM002887	FAM002272	FAM012358	FAM005397	FAM004212	FAM019928
rep683_seed2708	FAM009232	FAM002319	FAM004871	FAM001559	FAM004982	FAM010958	FAM007402	FAM002058	FAM005322	FAM000290	FAM000471	FAM010358	FAM006576	FAM007437	FAM026008
rep684_seed2709	FAM012464	FAM002988	FAM001203	FAM004568	FAM001151	FAM013035	FAM004157	FAM010022	FAM001947	FAM006882	FAM000270	FAM001512	FAM002773	FAM013490	FAM015888
rep685_seed2710	FAM011225	FAM006849	FAM002662	FAM000335	FAM000471	FAM005115	FAM004752	FAM005939	FAM001361	FAM002050	FAM007563	FAM014675	FAM001630	FAM009057	FAM016587
rep686_seed2711	FAM006273	FAM005539	FAM003388	FAM006160	FAM005916	FAM001455	FAM004061	FAM009550	FAM006081	FAM002556	FAM003596	FAM000930	FAM010160	FAM010061	FAM026433
rep687_seed2712	FAM005925	FAM005285	FAM001479	FAM001807	FAM005522	FAM008440	FAM005423	FAM013391	FAM002202	FAM006705	FAM004175	FAM007077	FAM010255	FAM002100	FAM018107
rep688_seed2713	FAM009252	FAM008767	FAM004538	FAM010510	FAM003675	FAM007947	FAM001665	FAM005863	FAM005537	FAM005984	FAM004065	FAM008116	FAM013035	FAM000310	FAM022705
rep689_seed2714	FAM008764	FAM002733	FAM001847	FAM000642	FAM012951	FAM003568	FAM010453	FAM006914	FAM010133	FAM008365	FAM014120	FAM000315	FAM005816	FAM010076	FAM015421
rep690_seed2715	FAM003760	FAM002919	FAM006701	FAM005073	FAM000390	FAM001134	FAM008193	FAM000222	FAM007759	FAM005503	FAM008071	FAM002324	FAM003690	FAM000721	FAM027744
rep691_seed2716	FAM010750	FAM012902	FAM008994	FAM004851	FAM013965	FAM000822	FAM005544	FAM002185	FAM006414	FAM004920	FAM003409	FAM014317	FAM004679	FAM001652	FAM016003
rep692_seed2717	FAM009817	FAM000529	FAM002574	FAM002913	FAM008292	FAM007368	FAM001056	FAM005488	FAM009287	FAM004592	FAM000546	FAM008913	FAM005727	FAM004224	FAM019657
rep693_seed2718	FAM013663	FAM008002	FAM012004	FAM000793	FAM005235	FAM002335	FAM003425	FAM005975	FAM010465	FAM012637	FAM002630	FAM010296	FAM007888	FAM002813	FAM022562
rep694_seed2719	FAM001097	FAM003575	FAM003886	FAM003173	FAM007895	FAM006831	FAM004703	FAM004926	FAM012809	FAM006290	FAM001541	FAM008814	FAM002915	FAM007117	FAM016023
rep695_seed2720	FAM007522	FAM007694	FAM007061	FAM003098	FAM002542	FAM007118	FAM001608	FAM006756	FAM008443	FAM010373	FAM003472	FAM009585	FAM013770	FAM005586	FAM018286
rep696_seed2721	FAM008478	FAM000108	FAM000863	FAM002532	FAM010948	FAM009908	FAM001805	FAM006014	FAM008841	FAM007095	FAM002755	FAM003171	FAM005326	FAM002189	FAM016367
rep697_seed2722	FAM009533	FAM004178	FAM002132	FAM000855	FAM004206	FAM013021	FAM013019	FAM003212	FAM000493	FAM012075	FAM001325	FAM006342	FAM004715	FAM002721	FAM016249
rep698_seed2723	FAM013935	FAM005192	FAM002225	FAM001075	FAM000257	FAM005936	FAM002415	FAM006562	FAM011666	FAM005907	FAM000588	FAM001409	FAM006707	FAM005218	FAM015156
rep699_seed2724	FAM012930	FAM000476	FAM004483	FAM006911	FAM003112	FAM001487	FAM006663	FAM002622	FAM008050	FAM006353	FAM000352	FAM003136	FAM007059	FAM007955	FAM017085
